lead_id,name,age,location,property_type,owns_property,income_level,electricity_bill,contacted_before,interested,days_to_respond,bought_panel
2317,Madhuri Yadav,46,Hinjewadi,Residential,False,Low,1500,False,True,24,True
6495,Aarav Shetty,37,Aundh,Residential,True,Low,5000,True,False,25,True
8323,Aarav Sharma,51,Baner,Commercial,False,High,500,False,True,25,True
1556,Sai Kumar,51,Kothrud,Commercial,False,High,3000,False,False,30,True
2883,Shruti Pawar,58,Shivajinagar,Farm,False,Low,1500,True,True,9,True
7327,Aisha Sharma,36,Pune,Commercial,False,High,3000,True,True,19,True
5012,Nisha Thakur,45,Baner,Residential,False,High,1500,False,False,21,False
2006,Yash Gupta,27,Kedgaon,Farm,True,Medium,1500,False,False,12,False
1491,Aarav Bhosale,37,Pune,Residential,True,High,5000,False,False,25,True
4983,Nisha Reddy,45,Pune,Farm,False,Low,1500,False,False,15,False
8126,Rupal Thakur,49,Baner,Commercial,True,High,3000,True,False,28,True
1801,Reyansh Singh,54,Hadapsar,Farm,True,Medium,5000,True,True,30,False
3745,Aditya Bhosale,37,Shivajinagar,Residential,False,Low,8000,True,False,3,True
8112,Isha Singh,27,Hadapsar,Residential,False,Low,3000,False,False,27,True
7009,Shaurya Patil,31,Hadapsar,Residential,True,Medium,500,True,False,27,False
2175,Nisha Pawar,30,Kedgaon,Commercial,True,Medium,5000,True,True,17,True
7616,Yash Joshi,44,Viman Nagar,Farm,False,Medium,8000,True,True,28,True
1707,Krishna Sharma,39,Baner,Commercial,False,Low,5000,True,False,23,True
5193,Yash Joshi,45,Kothrud,Farm,False,Low,8000,True,False,7,False
5385,Shruti Chavan,37,Shivajinagar,Farm,False,Medium,1500,True,True,8,False
5971,Krishna Soni,48,Baner,Residential,False,Medium,8000,False,True,23,False
1745,Yash Naik,55,Kothrud,Farm,False,High,8000,True,False,10,False
1158,Yash Pawar,37,Hinjewadi,Farm,False,Low,500,True,True,13,False
1254,Yash Chavan,37,Aundh,Commercial,False,Low,500,False,True,8,False
6517,Shruti Kumar,58,Hinjewadi,Farm,False,High,500,False,True,28,True
6539,Krishna Kumar,40,Baner,Commercial,True,Medium,500,False,False,2,True
2797,Vivaan Pawar,25,Hadapsar,Farm,False,High,3000,True,False,23,True
2105,Nisha Singh,29,Hinjewadi,Farm,True,High,3000,False,True,28,True
2895,Yash Joshi,58,Kedgaon,Commercial,True,High,1500,False,False,18,True
8039,Pooja Gupta,43,Pune,Farm,False,High,1500,False,False,2,True
2490,Krishna Sharma,52,Aundh,Farm,True,Medium,8000,True,False,14,False
7666,Madhuri Shetty,31,Hinjewadi,Farm,False,Low,5000,False,False,6,False
2037,Rupal Singh,28,Hinjewadi,Residential,True,Low,1500,False,False,4,True
4813,Arjun Kulkarni,28,Kedgaon,Residential,False,High,500,False,False,25,False
7108,Riya Singh,42,Hinjewadi,Farm,False,Medium,500,True,False,5,True
7627,Yash Singh,43,Shivajinagar,Commercial,True,High,5000,True,True,15,True
5628,Yash Sharma,46,Kedgaon,Commercial,True,Medium,1500,False,False,18,False
8189,Tanya Soni,34,Pune,Commercial,True,Medium,1500,True,False,7,True
9652,Shaurya Bhosale,54,Bavdhan,Commercial,False,Medium,8000,False,True,3,True
1144,Isha Patil,36,Kedgaon,Farm,False,Medium,1500,True,False,10,True
8758,Sai Kumar,47,Kedgaon,Residential,False,High,500,True,True,29,False
3126,Pooja Kumar,29,Hinjewadi,Commercial,False,Low,3000,False,True,3,True
4598,Nisha Gupta,56,Bavdhan,Residential,False,High,5000,True,False,26,False
1414,Vivaan Reddy,38,Kedgaon,Residential,False,Low,5000,True,True,25,False
5949,Ravi Shetty,31,Hinjewadi,Commercial,False,High,3000,True,False,10,False
6984,Rupal Gupta,59,Pune,Commercial,False,Low,1500,True,False,3,True
7519,Aisha Sharma,34,Viman Nagar,Farm,True,High,500,False,True,26,True
8755,Yash Singh,25,Kedgaon,Residential,False,High,8000,True,True,2,True
4572,Tanya Kulkarni,39,Kothrud,Commercial,True,Low,3000,True,True,2,False
2542,Aditya Jadhav,60,Kedgaon,Residential,False,Medium,1500,False,False,8,False
3687,Sai Chavan,25,Aundh,Farm,False,Low,3000,True,False,17,True
6418,Isha Naik,44,Kedgaon,Farm,False,Low,5000,True,False,2,True
6485,Shaurya Thakur,45,Viman Nagar,Farm,False,Low,3000,False,False,14,True
8158,Yash Soni,33,Aundh,Residential,False,Medium,3000,False,True,29,False
6435,Aarav Kumar,38,Viman Nagar,Residential,True,Medium,5000,False,False,11,False
2944,Nisha Thakur,54,Pune,Farm,True,Low,500,True,False,10,False
3499,Riya Sharma,44,Aundh,Commercial,True,Medium,3000,True,False,3,False
6931,Nisha Kumar,31,Viman Nagar,Residential,True,Low,3000,True,False,9,False
1117,Yash Soni,50,Aundh,Farm,True,Low,500,False,True,2,False
5055,Reyansh Kumar,30,Kedgaon,Farm,True,High,5000,False,True,12,True
2504,Ananya Kulkarni,42,Kedgaon,Commercial,True,Medium,3000,True,False,12,True
1093,Ananya Pawar,48,Hinjewadi,Residential,True,Medium,1500,True,False,30,True
7687,Krishna Gupta,45,Baner,Farm,True,High,5000,False,True,5,False
9616,Isha Gupta,44,Pune,Commercial,True,Medium,500,False,False,12,False
8350,Nisha Mehta,45,Hinjewadi,Commercial,False,High,500,False,True,19,True
3258,Krishna Soni,27,Baner,Residential,False,Medium,3000,True,True,6,True
8655,Shaurya Verma,37,Hinjewadi,Farm,False,Medium,3000,True,False,7,False
2619,Shruti Bhosale,42,Shivajinagar,Farm,True,Medium,3000,False,True,13,True
6084,Rupal Pawar,39,Hinjewadi,Farm,True,High,1500,True,True,22,False
5866,Pooja Jadhav,51,Viman Nagar,Residential,True,Medium,500,True,True,25,True
8329,Tanya Soni,46,Kothrud,Farm,True,High,8000,False,True,30,True
5662,Arjun Kumar,51,Hadapsar,Residential,False,Medium,8000,False,True,20,True
7041,Shaurya Pawar,31,Kedgaon,Farm,False,High,5000,True,False,24,True
4945,Krishna Kumar,52,Baner,Residential,False,Medium,5000,True,True,6,True
5728,Shruti Naik,30,Pune,Farm,False,Low,3000,False,True,19,True
2634,Aarav Deshmukh,36,Hinjewadi,Farm,True,Medium,1500,True,False,19,True
7044,Sai Soni,27,Hadapsar,Residential,False,Low,500,True,False,10,False
4780,Reyansh Chavan,56,Aundh,Farm,True,Medium,8000,False,True,23,False
6605,Ananya Jadhav,56,Shivajinagar,Residential,True,Medium,5000,False,True,11,True
3879,Tanya Jadhav,52,Pune,Residential,False,Low,8000,False,True,9,True
8123,Reyansh Jadhav,46,Kedgaon,Commercial,False,Medium,1500,False,True,27,False
7059,Reyansh Reddy,54,Baner,Residential,False,Medium,3000,False,False,15,False
8299,Tanya Shetty,28,Hadapsar,Farm,False,High,8000,True,True,12,True
6169,Shruti Shetty,36,Bavdhan,Commercial,True,Medium,8000,True,False,9,False
8453,Riya Jadhav,40,Aundh,Commercial,False,High,3000,False,False,12,True
3313,Tanya Sharma,37,Pune,Commercial,False,Low,500,False,False,29,True
7856,Ravi Sharma,50,Pune,Farm,True,Low,1500,False,False,20,False
7142,Madhuri Patil,57,Aundh,Residential,False,Medium,8000,True,True,24,True
2495,Aditya Chavan,59,Viman Nagar,Commercial,True,High,8000,True,True,11,False
7013,Nisha Sharma,29,Baner,Commercial,True,Low,5000,False,False,25,True
2939,Pooja Reddy,39,Viman Nagar,Residential,True,Low,1500,False,True,29,False
5126,Vivaan Gupta,31,Shivajinagar,Residential,True,Medium,1500,True,False,25,True
6660,Vivaan Joshi,36,Shivajinagar,Residential,True,Low,5000,True,False,18,False
5830,Ananya Shetty,56,Kedgaon,Residential,True,Low,1500,True,True,22,True
1075,Tanya Soni,59,Aundh,Residential,True,High,5000,False,False,27,False
9243,Reyansh Deshmukh,38,Kedgaon,Residential,False,Low,3000,False,True,10,False
2829,Shaurya Thakur,60,Pune,Commercial,False,Low,3000,False,False,4,False
3478,Shaurya Thakur,40,Viman Nagar,Farm,True,Medium,8000,True,True,12,True
6516,Tanya Patil,51,Hadapsar,Commercial,False,High,500,False,True,19,False
8998,Pooja Gupta,30,Baner,Commercial,True,High,5000,True,True,4,True
2169,Vivaan Chavan,41,Hinjewadi,Farm,False,Medium,8000,False,True,13,True
8596,Sai Reddy,33,Kedgaon,Farm,True,Medium,1500,True,False,1,True
3267,Ananya Reddy,41,Aundh,Farm,False,Medium,1500,False,True,1,True
1000,Aarav Thakur,30,Bavdhan,Commercial,True,Low,500,False,False,20,True
8851,Ravi Pawar,59,Kedgaon,Farm,False,Low,500,False,False,12,False
9191,Sai Bhosale,60,Kedgaon,Residential,True,Medium,1500,True,False,24,True
8489,Ananya Yadav,28,Pune,Commercial,False,Low,3000,True,False,8,False
6638,Aarav Shetty,55,Bavdhan,Commercial,True,Medium,8000,False,True,19,True
4326,Shaurya Mehta,34,Baner,Commercial,True,Low,3000,False,False,14,False
4822,Aisha Shetty,49,Kothrud,Commercial,False,Low,500,True,True,25,False
6734,Aisha Jadhav,50,Bavdhan,Residential,False,Low,5000,False,True,30,False
1040,Rupal Sharma,54,Shivajinagar,Farm,False,Medium,500,True,True,8,False
6018,Arjun Thakur,44,Kedgaon,Farm,True,Medium,5000,False,False,7,True
2802,Aarav Joshi,57,Kothrud,Commercial,True,Medium,8000,False,True,24,True
8112,Aisha Pawar,38,Kedgaon,Commercial,False,High,8000,False,True,16,False
5141,Yash Patil,51,Baner,Farm,False,High,3000,False,True,27,False
7111,Shaurya Singh,55,Bavdhan,Farm,True,High,1500,True,True,14,False
3035,Riya Pawar,49,Viman Nagar,Farm,False,High,8000,True,False,4,True
1295,Rupal Bhosale,27,Kothrud,Residential,False,Low,1500,True,False,8,False
5577,Rupal Gupta,58,Pune,Farm,False,High,1500,False,False,8,False
9428,Isha Verma,43,Baner,Farm,True,Medium,3000,False,False,4,True
1750,Madhuri Thakur,34,Hadapsar,Farm,False,Medium,5000,True,True,13,False
8606,Nisha Naik,37,Pune,Residential,True,Low,8000,True,True,16,False
1687,Ravi Mehta,43,Hadapsar,Farm,False,Low,500,True,True,6,True
3554,Tanya Yadav,49,Pune,Farm,True,Medium,3000,False,False,28,True
9359,Aditya Joshi,48,Hadapsar,Commercial,False,Medium,1500,False,True,21,False
9368,Shaurya Shetty,46,Aundh,Farm,False,Medium,500,True,False,13,False
7804,Isha Verma,36,Hinjewadi,Commercial,True,High,500,True,False,1,True
4368,Tanya Thakur,26,Kedgaon,Farm,True,Low,1500,True,False,28,True
9645,Sai Shetty,31,Bavdhan,Farm,False,High,8000,False,False,13,True
7760,Yash Gupta,38,Viman Nagar,Commercial,True,High,3000,True,False,19,True
7897,Yash Gupta,45,Hadapsar,Residential,True,Medium,3000,True,True,1,False
9385,Tanya Verma,37,Bavdhan,Commercial,False,High,3000,True,True,24,False
5563,Shaurya Bhosale,31,Hinjewadi,Commercial,True,Medium,500,True,False,26,False
6497,Isha Mehta,50,Shivajinagar,Commercial,True,Medium,500,True,True,13,False
1458,Yash Jadhav,41,Hadapsar,Residential,False,High,8000,False,True,29,True
4783,Ravi Patil,41,Pune,Residential,False,Medium,5000,True,True,16,True
9410,Pooja Naik,37,Aundh,Commercial,True,Low,500,False,False,27,True
1833,Aditya Reddy,56,Shivajinagar,Residential,True,Medium,3000,False,True,29,False
4280,Isha Thakur,41,Hinjewadi,Residential,True,Medium,8000,True,True,6,True
9075,Aditya Singh,47,Kothrud,Commercial,False,High,1500,False,True,12,True
3789,Aisha Joshi,41,Shivajinagar,Commercial,False,Low,5000,False,True,7,True
4078,Tanya Deshmukh,49,Kedgaon,Residential,False,Medium,500,False,False,7,False
8226,Riya Pawar,43,Kothrud,Farm,False,Low,3000,True,True,11,True
6355,Vivaan Deshmukh,35,Viman Nagar,Farm,True,High,3000,False,False,26,True
2821,Reyansh Yadav,39,Shivajinagar,Farm,True,Low,5000,True,False,10,True
2149,Aditya Kumar,45,Aundh,Farm,True,Medium,3000,False,False,7,True
8072,Madhuri Shetty,59,Kedgaon,Commercial,True,Medium,3000,False,False,27,True
5395,Shaurya Shetty,60,Kothrud,Commercial,True,Medium,1500,True,True,10,True
3618,Yash Mehta,53,Hadapsar,Farm,True,High,5000,True,True,21,True
7037,Ravi Kumar,27,Shivajinagar,Residential,False,High,1500,True,True,24,False
3479,Ananya Pawar,42,Kedgaon,Commercial,False,Low,1500,False,False,6,True
3387,Arjun Joshi,60,Kedgaon,Farm,False,High,1500,False,False,2,True
4855,Riya Bhosale,35,Bavdhan,Residential,False,Low,500,True,False,17,False
2194,Pooja Kumar,32,Pune,Residential,True,Low,1500,True,False,18,False
8941,Tanya Patil,36,Hinjewadi,Residential,True,High,5000,False,True,20,True
9019,Madhuri Yadav,54,Viman Nagar,Commercial,False,Medium,5000,True,True,28,False
9696,Sai Sharma,38,Bavdhan,Commercial,False,Medium,8000,False,False,30,True
5236,Sai Yadav,25,Bavdhan,Commercial,True,High,8000,True,True,12,False
6027,Reyansh Jadhav,35,Kothrud,Commercial,False,Low,8000,True,True,22,True
6443,Vivaan Soni,35,Baner,Farm,True,Low,3000,False,True,22,False
4784,Shaurya Bhosale,41,Viman Nagar,Farm,True,High,8000,False,True,7,False
8461,Isha Pawar,41,Kedgaon,Residential,True,High,3000,False,True,1,True
1909,Pooja Yadav,59,Hadapsar,Residential,True,Medium,3000,True,False,22,True
3133,Nisha Gupta,58,Bavdhan,Commercial,True,Medium,1500,False,True,10,True
5795,Tanya Singh,34,Kedgaon,Farm,False,Medium,8000,False,True,3,True
1192,Shruti Singh,32,Bavdhan,Commercial,True,Medium,1500,True,True,15,False
5264,Ravi Shetty,30,Kothrud,Farm,True,High,3000,False,False,27,True
5566,Aditya Shetty,54,Hadapsar,Commercial,False,High,3000,False,False,8,True
6794,Nisha Jadhav,38,Shivajinagar,Commercial,True,Low,500,False,False,21,False
1710,Shaurya Patil,45,Kothrud,Commercial,False,High,3000,True,False,10,False
3397,Ananya Chavan,31,Hinjewadi,Residential,True,Medium,1500,True,False,23,False
2713,Arjun Patil,54,Baner,Farm,False,High,8000,True,False,4,False
1712,Rupal Naik,37,Aundh,Residential,False,Medium,5000,True,False,8,True
7086,Aditya Deshmukh,58,Baner,Farm,True,High,5000,False,False,27,True
6473,Shaurya Joshi,40,Kedgaon,Farm,False,Medium,5000,True,False,19,True
2650,Isha Gupta,53,Kothrud,Commercial,False,Medium,5000,True,False,25,True
7204,Rupal Soni,44,Hinjewadi,Farm,False,Medium,5000,True,False,26,True
8577,Vivaan Thakur,36,Shivajinagar,Farm,True,Low,500,False,True,26,False
5562,Isha Sharma,35,Kothrud,Commercial,True,High,1500,True,True,6,True
8472,Shruti Kumar,42,Aundh,Residential,False,Medium,3000,True,False,20,False
1685,Reyansh Pawar,41,Bavdhan,Commercial,False,Medium,8000,True,True,8,False
3111,Reyansh Kulkarni,53,Pune,Residential,True,Low,1500,True,True,2,True
8260,Shruti Bhosale,47,Viman Nagar,Farm,False,High,3000,True,False,27,False
5177,Isha Kulkarni,52,Hadapsar,Farm,True,Medium,8000,True,True,6,True
7568,Pooja Deshmukh,27,Hinjewadi,Farm,False,Medium,5000,False,True,7,False
6756,Madhuri Reddy,46,Viman Nagar,Farm,False,Low,8000,True,True,29,True
4397,Vivaan Chavan,26,Shivajinagar,Farm,True,Medium,5000,True,True,14,True
2770,Aditya Deshmukh,27,Shivajinagar,Residential,True,Medium,500,True,True,12,False
9146,Shruti Joshi,34,Shivajinagar,Residential,True,Low,500,False,False,20,True
7394,Pooja Joshi,59,Bavdhan,Commercial,True,High,3000,False,False,7,False
9292,Ananya Yadav,43,Baner,Farm,False,Medium,8000,False,False,5,True
8092,Aditya Pawar,51,Bavdhan,Farm,True,Medium,500,True,False,15,False
7504,Ravi Patil,36,Hinjewadi,Commercial,False,Medium,3000,False,False,19,True
7465,Aditya Yadav,40,Hadapsar,Commercial,False,Low,5000,False,False,28,False
9004,Reyansh Gupta,45,Aundh,Farm,False,Low,500,False,False,30,True
4507,Riya Kumar,37,Kothrud,Commercial,False,Low,1500,True,True,9,True
2618,Isha Kumar,47,Hadapsar,Residential,False,Medium,5000,False,True,23,False
6690,Madhuri Deshmukh,57,Viman Nagar,Commercial,True,High,5000,True,True,30,True
6323,Pooja Patil,56,Shivajinagar,Residential,False,Medium,1500,True,False,27,True
4039,Nisha Naik,29,Pune,Residential,False,Low,1500,False,False,5,False
5467,Shaurya Thakur,38,Shivajinagar,Farm,True,Low,5000,True,True,18,True
6446,Vivaan Kulkarni,28,Hinjewadi,Residential,True,Low,5000,False,True,8,False
8628,Yash Kulkarni,59,Kedgaon,Residential,True,Medium,500,True,False,7,False
4835,Yash Shetty,39,Bavdhan,Commercial,False,Medium,3000,False,True,23,False
4506,Sai Reddy,30,Kothrud,Commercial,True,Medium,5000,True,False,14,True
6875,Ananya Verma,33,Viman Nagar,Farm,True,Medium,1500,True,False,20,True
9715,Reyansh Reddy,34,Bavdhan,Commercial,True,Medium,8000,False,False,19,True
7751,Yash Thakur,31,Pune,Farm,True,High,8000,True,True,25,True
6484,Aditya Patil,53,Hinjewadi,Residential,True,Medium,1500,True,True,18,True
6270,Tanya Kumar,41,Shivajinagar,Residential,False,Low,3000,False,True,28,False
8445,Pooja Mehta,50,Hinjewadi,Commercial,True,High,8000,True,False,7,True
1996,Pooja Thakur,30,Hinjewadi,Commercial,True,High,1500,False,False,20,False
6364,Sai Gupta,46,Viman Nagar,Farm,False,Low,8000,True,True,24,False
1830,Aisha Joshi,31,Kedgaon,Commercial,False,Medium,1500,False,True,14,True
1769,Madhuri Jadhav,25,Shivajinagar,Farm,False,High,3000,False,False,24,False
1912,Pooja Pawar,26,Pune,Farm,True,High,5000,True,False,12,False
7140,Tanya Jadhav,44,Hinjewadi,Residential,True,Low,500,False,True,14,False
7821,Reyansh Sharma,34,Kothrud,Commercial,False,High,3000,False,False,23,True
9672,Aarav Bhosale,52,Kothrud,Farm,False,High,8000,True,False,17,False
3430,Shruti Thakur,58,Viman Nagar,Commercial,False,Low,500,True,True,14,True
3716,Nisha Gupta,38,Bavdhan,Residential,False,Medium,1500,True,False,19,False
8153,Shaurya Jadhav,32,Aundh,Commercial,True,Medium,1500,False,False,10,False
4101,Aditya Sharma,58,Baner,Commercial,True,High,500,True,False,24,True
3561,Yash Yadav,27,Hinjewadi,Commercial,True,Low,8000,True,True,25,False
9533,Pooja Thakur,37,Kothrud,Farm,False,High,1500,True,False,17,True
5233,Nisha Kumar,50,Viman Nagar,Residential,True,High,3000,False,True,24,True
1118,Ananya Verma,32,Baner,Residential,True,Medium,500,True,True,20,True
6894,Sai Singh,26,Hadapsar,Commercial,True,Low,8000,False,False,4,False
8227,Riya Reddy,58,Viman Nagar,Residential,False,Low,1500,False,True,7,True
8189,Shaurya Reddy,41,Hadapsar,Commercial,False,Medium,5000,False,False,25,False
1927,Aarav Pawar,37,Shivajinagar,Residential,False,Medium,500,True,False,7,False
3338,Pooja Naik,42,Pune,Residential,True,Medium,8000,False,True,16,False
2096,Reyansh Jadhav,60,Kothrud,Commercial,True,High,5000,True,True,14,False
1339,Ravi Soni,33,Pune,Residential,True,Low,5000,True,True,16,True
1140,Shaurya Reddy,32,Shivajinagar,Commercial,False,Low,3000,False,True,25,True
7480,Yash Thakur,53,Bavdhan,Residential,True,Medium,500,False,True,23,True
3325,Krishna Shetty,30,Kedgaon,Farm,False,High,5000,False,True,15,True
5954,Reyansh Gupta,28,Hadapsar,Farm,True,Medium,5000,True,False,2,True
2750,Aarav Yadav,25,Hadapsar,Commercial,True,High,1500,True,False,25,True
6832,Aditya Jadhav,38,Pune,Farm,False,High,8000,False,False,21,False
7480,Isha Pawar,56,Hinjewadi,Residential,True,Low,8000,False,True,18,True
4786,Ananya Joshi,30,Viman Nagar,Farm,True,Medium,5000,True,True,17,False
9965,Vivaan Singh,40,Pune,Farm,False,Low,500,False,True,12,True
9109,Pooja Deshmukh,36,Baner,Farm,False,High,500,False,True,4,True
5388,Tanya Gupta,38,Baner,Farm,True,Medium,1500,True,True,19,True
3272,Ravi Shetty,36,Viman Nagar,Residential,False,Medium,1500,False,True,22,True
3653,Isha Verma,42,Pune,Commercial,False,Low,500,True,True,15,True
4675,Aisha Singh,39,Shivajinagar,Farm,True,Medium,3000,True,True,7,False
2987,Yash Reddy,30,Hinjewadi,Residential,True,High,8000,True,True,8,False
2009,Nisha Soni,55,Bavdhan,Commercial,True,Medium,8000,False,False,6,False
4614,Arjun Pawar,40,Kedgaon,Farm,True,High,500,False,False,17,True
7642,Aisha Singh,37,Kothrud,Commercial,True,Low,5000,False,True,26,True
2586,Riya Shetty,25,Kedgaon,Residential,False,Medium,8000,False,True,11,True
7303,Vivaan Kulkarni,33,Hadapsar,Commercial,False,High,3000,False,True,3,False
4859,Riya Sharma,51,Viman Nagar,Commercial,False,Low,8000,True,True,21,False
8115,Ananya Thakur,43,Kothrud,Farm,True,Low,5000,True,False,21,True
2155,Pooja Soni,53,Viman Nagar,Farm,False,High,5000,True,False,24,False
2546,Madhuri Jadhav,55,Viman Nagar,Residential,False,Low,5000,False,False,29,True
8683,Riya Mehta,43,Pune,Residential,True,High,5000,False,False,17,False
1779,Nisha Deshmukh,50,Bavdhan,Farm,True,High,8000,True,False,26,True
6022,Aditya Chavan,55,Bavdhan,Residential,True,Low,1500,True,True,20,True
5718,Isha Sharma,35,Bavdhan,Residential,False,High,500,True,True,30,True
4627,Yash Thakur,59,Bavdhan,Commercial,True,Medium,1500,True,False,3,False
3710,Ananya Reddy,51,Shivajinagar,Farm,True,High,1500,False,True,7,False
6804,Krishna Yadav,48,Kothrud,Commercial,False,High,3000,True,True,22,True
9083,Vivaan Deshmukh,34,Kedgaon,Commercial,True,High,3000,True,False,30,False
5942,Krishna Yadav,25,Bavdhan,Commercial,True,Medium,8000,True,True,10,True
5582,Aarav Mehta,42,Shivajinagar,Commercial,True,Medium,1500,True,False,19,False
5313,Riya Chavan,50,Pune,Residential,True,Medium,8000,True,False,1,False
3085,Shaurya Reddy,42,Bavdhan,Commercial,True,Low,8000,True,False,27,False
7804,Yash Deshmukh,26,Shivajinagar,Commercial,True,Low,1500,False,False,1,False
6273,Rupal Jadhav,36,Bavdhan,Residential,True,Medium,8000,True,True,26,True
5797,Sai Reddy,50,Bavdhan,Residential,False,Low,500,False,True,18,False
9740,Nisha Thakur,46,Baner,Farm,True,Low,3000,False,False,17,True
2138,Rupal Kulkarni,44,Pune,Farm,True,Low,1500,False,False,13,True
3520,Aarav Soni,33,Hinjewadi,Residential,False,Medium,8000,False,True,22,False
7133,Pooja Thakur,25,Kedgaon,Farm,True,Medium,500,True,False,14,False
9451,Madhuri Soni,55,Hinjewadi,Residential,True,High,3000,True,True,17,False
1699,Aisha Jadhav,30,Kedgaon,Commercial,True,Low,3000,True,True,15,False
1156,Ananya Soni,40,Pune,Residential,True,Medium,1500,False,False,4,True
2714,Reyansh Patil,36,Aundh,Residential,True,Low,500,True,False,17,False
7876,Rupal Verma,48,Hadapsar,Commercial,True,Low,500,True,True,9,True
5515,Ravi Jadhav,58,Pune,Farm,False,Low,8000,False,True,14,False
4103,Aisha Naik,49,Pune,Residential,False,Low,5000,True,False,13,False
2201,Tanya Shetty,50,Shivajinagar,Residential,False,High,3000,True,True,22,True
2010,Nisha Yadav,58,Kothrud,Farm,False,Low,3000,False,False,8,True
3982,Krishna Pawar,40,Viman Nagar,Commercial,False,High,8000,True,True,2,False
2356,Vivaan Verma,34,Hinjewadi,Residential,True,Low,5000,False,True,27,False
3992,Pooja Verma,59,Aundh,Residential,True,High,8000,True,False,24,True
4647,Shaurya Bhosale,59,Pune,Residential,True,High,5000,True,True,7,False
1710,Ananya Pawar,54,Shivajinagar,Farm,False,High,500,True,False,28,False
9679,Isha Thakur,51,Baner,Farm,True,High,500,True,False,23,False
5032,Krishna Thakur,32,Pune,Farm,False,Medium,8000,False,True,28,False
7990,Arjun Thakur,41,Shivajinagar,Residential,False,Low,3000,False,True,30,True
5146,Madhuri Jadhav,59,Kothrud,Commercial,True,Low,3000,True,True,6,False
4039,Aditya Bhosale,58,Kedgaon,Residential,True,Low,1500,False,False,30,False
9307,Madhuri Pawar,42,Kothrud,Commercial,True,High,3000,False,True,26,True
8089,Madhuri Soni,37,Kothrud,Farm,True,Low,500,False,True,16,False
2941,Pooja Singh,58,Viman Nagar,Commercial,True,Medium,8000,True,False,2,False
1278,Sai Sharma,33,Kedgaon,Residential,True,High,5000,False,False,19,True
5172,Aditya Gupta,27,Bavdhan,Residential,True,Low,5000,True,False,9,False
6147,Krishna Deshmukh,50,Aundh,Commercial,True,Medium,500,False,False,13,False
6166,Krishna Reddy,35,Hadapsar,Commercial,True,Low,500,False,True,15,False
2441,Arjun Verma,25,Viman Nagar,Residential,True,Low,500,False,False,20,False
2668,Ananya Kulkarni,27,Hinjewadi,Commercial,False,High,5000,False,False,22,False
6951,Aditya Chavan,48,Viman Nagar,Commercial,False,Medium,500,False,True,25,False
8602,Pooja Bhosale,53,Pune,Commercial,False,Medium,1500,False,True,19,True
6913,Krishna Pawar,31,Hinjewadi,Commercial,False,Medium,5000,True,True,27,False
8963,Pooja Shetty,50,Shivajinagar,Commercial,False,High,8000,True,False,10,False
5455,Isha Sharma,37,Kedgaon,Farm,True,Low,3000,True,False,11,False
5657,Vivaan Jadhav,34,Hadapsar,Commercial,False,Low,1500,True,True,8,False
5234,Riya Jadhav,39,Shivajinagar,Farm,False,Medium,1500,True,True,28,True
6344,Ananya Chavan,38,Aundh,Farm,False,High,1500,True,False,23,False
4763,Yash Mehta,54,Kothrud,Farm,True,High,3000,False,True,2,False
1648,Aditya Naik,53,Hinjewadi,Residential,True,Medium,1500,False,True,7,True
1906,Aisha Pawar,29,Bavdhan,Commercial,False,High,5000,False,True,16,True
4673,Aarav Verma,57,Hinjewadi,Commercial,False,Low,8000,False,True,25,True
2313,Ravi Verma,44,Baner,Commercial,True,Low,5000,True,False,22,True
6796,Shaurya Mehta,35,Kedgaon,Farm,True,Medium,3000,False,True,5,True
9124,Arjun Yadav,59,Bavdhan,Commercial,False,High,5000,True,True,17,False
2563,Madhuri Thakur,30,Hadapsar,Commercial,False,Low,8000,False,False,21,True
3091,Reyansh Yadav,37,Hadapsar,Residential,True,Low,500,True,False,20,True
3607,Aisha Singh,29,Shivajinagar,Farm,False,High,5000,False,True,20,True
2222,Nisha Singh,45,Hinjewadi,Commercial,True,Low,5000,True,False,25,False
5267,Ravi Joshi,56,Kedgaon,Farm,False,High,5000,True,False,16,False
9371,Krishna Mehta,54,Kothrud,Commercial,False,Low,8000,True,False,10,False
5774,Shruti Verma,27,Shivajinagar,Commercial,True,Low,8000,True,True,22,False
4387,Yash Jadhav,57,Hinjewadi,Farm,False,Medium,500,False,True,5,False
1337,Pooja Patil,49,Bavdhan,Commercial,False,Low,5000,True,True,1,True
8147,Shruti Yadav,31,Viman Nagar,Farm,True,Medium,8000,True,True,29,False
5584,Riya Naik,35,Pune,Commercial,True,Low,1500,True,False,20,True
6702,Arjun Reddy,38,Shivajinagar,Residential,False,High,5000,True,False,8,False
2792,Aisha Sharma,30,Kedgaon,Farm,True,High,1500,False,True,1,False
8750,Ravi Joshi,49,Kedgaon,Commercial,False,Medium,5000,True,False,13,True
3979,Reyansh Jadhav,32,Pune,Residential,False,Low,3000,True,True,15,True
8493,Reyansh Verma,33,Shivajinagar,Commercial,False,High,5000,True,False,25,True
3652,Riya Yadav,33,Hinjewadi,Farm,False,Medium,3000,False,True,6,True
4567,Yash Patil,49,Hadapsar,Commercial,True,Low,3000,True,False,18,False
2668,Sai Mehta,29,Viman Nagar,Farm,False,High,1500,False,True,30,False
7209,Reyansh Verma,42,Kedgaon,Farm,True,Medium,8000,False,True,26,True
8737,Vivaan Sharma,57,Viman Nagar,Commercial,False,High,8000,True,True,28,True
